heave,adjusted_roll,steered_angle,Inner Wheel,Outer Wheel,camber_change
-0.75,0.5,1.570796327,22.46,25.34,-1.37
-0.5,0.5,1.570796327,22.45,25.25,-1.02
-0.25,0.5,1.570796327,22.45,25.16,-0.66
0,0.5,1.570796327,22.45,25.06,-0.29
0.25,0.5,1.570796327,22.46,24.96,0.08
0.5,0.5,1.570796327,22.47,24.86,0.47
0.75,0.5,1.570796327,22.48,24.76,0.86
1,0.5,1.570796327,22.51,24.66,1.26
1.25,0.5,1.570796327,22.53,24.56,1.66
1.5,0.5,1.570796327,22.57,24.45,2.08
1.75,0.5,1.570796327,22.61,24.35,2.51
2,0.5,1.570796327,22.66,24.25,2.94
-2,0.25,1.570796327,22.52,25.81,-2.89
-1.75,0.25,1.570796327,22.5,25.73,-2.57
-1.5,0.25,1.570796327,22.49,25.65,-2.24
-1.25,0.25,1.570796327,22.48,25.56,-1.91
-1,0.25,1.570796327,22.47,25.47,-1.57
-0.75,0.25,1.570796327,22.46,25.38,-1.22
-0.5,0.25,1.570796327,22.45,25.29,-0.86
-0.25,0.25,1.570796327,22.45,25.2,-0.5
0,0.25,1.570796327,22.46,25.1,-0.13
0.25,0.25,1.570796327,22.46,25,0.25
0.5,0.25,1.570796327,22.47,24.91,0.63
0.75,0.25,1.570796327,22.49,24.81,1.03
1,0.25,1.570796327,22.52,24.7,1.43
1.25,0.25,1.570796327,22.55,24.6,1.84
1.5,0.25,1.570796327,22.58,24.5,2.26
1.75,0.25,1.570796327,22.63,24.39,2.69
2,0.25,1.570796327,22.68,24.29,3.13
-2,0,1.570796327,22.51,25.85,-2.76
-1.75,0,1.570796327,22.5,25.77,-2.43
-1.5,0,1.570796327,22.48,25.68,-2.1
-1.25,0,1.570796327,22.47,25.6,-1.76
-1,0,1.570796327,22.46,25.51,-1.42
-0.75,0,1.570796327,22.46,25.42,-1.07
-0.5,0,1.570796327,22.45,25.33,-0.71
-0.25,0,1.570796327,22.45,25.24,-0.34
0,0,1.570796327,22.46,25.14,0.03
0.25,0,1.570796327,22.47,25.05,0.41
0.5,0,1.570796327,22.48,24.95,0.8
0.75,0,1.570796327,22.5,24.85,1.2
1,0,1.570796327,22.53,24.75,1.6
1.25,0,1.570796327,22.56,24.65,2.02
1.5,0,1.570796327,22.6,24.54,2.44
1.75,0,1.570796327,22.65,24.44,2.87
2,0,1.570796327,22.71,24.33,3.32
-2,-0.25,1.570796327,22.51,25.88,-2.61
-1.75,-0.25,1.570796327,22.49,25.8,-2.29
-1.5,-0.25,1.570796327,22.48,25.72,-1.95
-1.25,-0.25,1.570796327,22.47,25.63,-1.61
-1,-0.25,1.570796327,22.46,25.55,-1.27
-0.75,-0.25,1.570796327,22.45,25.46,-0.91
-0.5,-0.25,1.570796327,22.45,25.37,-0.55
-0.25,-0.25,1.570796327,22.45,25.28,-0.18
0,-0.25,1.570796327,22.46,25.18,0.19
0.25,-0.25,1.570796327,22.47,25.09,0.58
0.5,-0.25,1.570796327,22.49,24.99,0.97
0.75,-0.25,1.570796327,22.51,24.89,1.37
1,-0.25,1.570796327,22.54,24.79,1.78
1.25,-0.25,1.570796327,22.58,24.69,2.19
1.5,-0.25,1.570796327,22.62,24.59,2.62
1.75,-0.25,1.570796327,22.67,24.48,3.06
2,-0.25,1.570796327,22.73,24.38,3.51
-2,-0.5,1.570796327,22.5,25.91,-2.47
-1.75,-0.5,1.570796327,22.49,25.84,-2.14
-1.5,-0.5,1.570796327,22.47,25.75,-1.81
-1.25,-0.5,1.570796327,22.46,25.67,-1.46
-1,-0.5,1.570796327,22.46,25.59,-1.11
-0.75,-0.5,1.570796327,22.45,25.5,-0.76
-0.5,-0.5,1.570796327,22.45,25.41,-0.39
-0.25,-0.5,1.570796327,22.46,25.32,-0.02
0,-0.5,1.570796327,22.47,25.22,0.36
0.25,-0.5,1.570796327,22.48,25.13,0.74
0.5,-0.5,1.570796327,22.5,25.03,1.14
0.75,-0.5,1.570796327,22.52,24.93,1.54
1,-0.5,1.570796327,22.56,24.83,1.95
1.25,-0.5,1.570796327,22.6,24.73,2.37
1.5,-0.5,1.570796327,22.64,24.63,2.81
1.75,-0.5,1.570796327,22.7,24.53,3.25
2,-0.5,1.570796327,22.76,24.42,3.7
-2,-0.75,1.570796327,22.49,25.95,-2.33
-1.75,-0.75,1.570796327,22.48,25.87,-2
-1.5,-0.75,1.570796327,22.47,25.79,-1.66
-1.25,-0.75,1.570796327,22.46,25.71,-1.31
-1,-0.75,1.570796327,22.45,25.62,-0.96
-0.75,-0.75,1.570796327,22.45,25.54,-0.6
-0.5,-0.75,1.570796327,22.45,25.45,-0.23
-0.25,-0.75,1.570796327,22.46,25.36,0.14
0,-0.75,1.570796327,22.47,25.26,0.52
0.25,-0.75,1.570796327,22.49,25.17,0.91
0.5,-0.75,1.570796327,22.51,25.07,1.31
0.75,-0.75,1.570796327,22.54,24.98,1.72
1,-0.75,1.570796327,22.57,24.88,2.13
1.25,-0.75,1.570796327,22.61,24.78,2.56
1.5,-0.75,1.570796327,22.66,24.67,2.99
1.75,-0.75,1.570796327,22.72,24.57,3.44
2,-0.75,1.570796327,22.79,24.47,3.89
-2,-1,1.570796327,22.49,25.98,-2.19
-1.75,-1,1.570796327,22.47,25.9,-1.85
-1.5,-1,1.570796327,22.46,25.82,-1.51
-1.25,-1,1.570796327,22.46,25.74,-1.16
-1,-1,1.570796327,22.45,25.66,-0.81
-0.75,-1,1.570796327,22.45,25.57,-0.44
-0.5,-1,1.570796327,22.46,25.49,-0.07
-0.25,-1,1.570796327,22.46,25.4,0.3
0,-1,1.570796327,22.48,25.3,0.69
0.25,-1,1.570796327,22.5,25.21,1.08
0.5,-1,1.570796327,22.52,25.12,1.48
0.75,-1,1.570796327,22.55,25.02,1.89
1,-1,1.570796327,22.59,24.92,2.31
1.25,-1,1.570796327,22.63,24.82,2.74
1.5,-1,1.570796327,22.69,24.72,3.18
1.75,-1,1.570796327,22.75,24.61,3.63
2,-1,1.570796327,22.82,24.51,4.09
-2,-1.25,1.570796327,22.48,26.01,-2.04
-1.75,-1.25,1.570796327,22.47,25.94,-1.7
-1.5,-1.25,1.570796327,22.46,25.86,-1.36
-1.25,-1.25,1.570796327,22.45,25.78,-1.01
-1,-1.25,1.570796327,22.45,25.7,-0.65
-0.75,-1.25,1.570796327,22.45,25.61,-0.28
-0.5,-1.25,1.570796327,22.46,25.52,0.09
-0.25,-1.25,1.570796327,22.47,25.44,0.47
0,-1.25,1.570796327,22.48,25.34,0.86
0.25,-1.25,1.570796327,22.51,25.25,1.25
0.5,-1.25,1.570796327,22.53,25.16,1.66
0.75,-1.25,1.570796327,22.57,25.06,2.07
1,-1.25,1.570796327,22.61,24.96,2.49
1.25,-1.25,1.570796327,22.66,24.86,2.92
1.5,-1.25,1.570796327,22.71,24.76,3.37
1.75,-1.25,1.570796327,22.78,24.66,3.82
2,-1.25,1.570796327,22.86,24.55,4.28
-2,-1.5,1.570796327,22.48,26.05,-1.89
-1.75,-1.5,1.570796327,22.47,25.97,-1.55
-1.5,-1.5,1.570796327,22.46,25.89,-1.21
-1.25,-1.5,1.570796327,22.45,25.81,-0.85
-1,-1.5,1.570796327,22.45,25.73,-0.49
-0.75,-1.5,1.570796327,22.46,25.65,-0.12
-0.5,-1.5,1.570796327,22.46,25.56,0.25
-0.25,-1.5,1.570796327,22.47,25.47,0.63
0,-1.5,1.570796327,22.49,25.38,1.03
0.25,-1.5,1.570796327,22.52,25.29,1.43
0.5,-1.5,1.570796327,22.55,25.2,1.83
0.75,-1.5,1.570796327,22.58,25.1,2.25
1,-1.5,1.570796327,22.63,25,2.68
1.25,-1.5,1.570796327,22.68,24.9,3.11
1.5,-1.5,1.570796327,22.74,24.8,3.56
1.75,-1.5,1.570796327,22.81,24.7,4.01
2,-1.5,1.570796327,22.89,24.6,4.48
-2,-1.75,1.570796327,22.47,26.08,-1.75
-1.75,-1.75,1.570796327,22.46,26,-1.4
-1.5,-1.75,1.570796327,22.46,25.93,-1.05
-1.25,-1.75,1.570796327,22.45,25.85,-0.7
-1,-1.75,1.570796327,22.45,25.77,-0.33
-0.75,-1.75,1.570796327,22.46,25.68,0.04
-0.5,-1.75,1.570796327,22.47,25.6,0.42
-0.25,-1.75,1.570796327,22.48,25.51,0.8
0,-1.75,1.570796327,22.5,25.42,1.2
0.25,-1.75,1.570796327,22.53,25.33,1.6
0.5,-1.75,1.570796327,22.56,25.24,2.01
0.75,-1.75,1.570796327,22.6,25.14,2.43
1,-1.75,1.570796327,22.65,25.04,2.86
1.25,-1.75,1.570796327,22.71,24.95,3.3
1.5,-1.75,1.570796327,22.77,24.85,3.75
1.75,-1.75,1.570796327,22.85,24.74,4.21
2,-1.75,1.570796327,22.93,24.64,4.68
-2,-2,1.570796327,22.47,26.11,-1.6
-1.75,-2,1.570796327,22.46,26.03,-1.25
-1.5,-2,1.570796327,22.45,25.96,-0.9
-1.25,-2,1.570796327,22.45,25.88,-0.54
-1,-2,1.570796327,22.45,25.8,-0.17
-0.75,-2,1.570796327,22.46,25.72,0.2
-0.5,-2,1.570796327,22.47,25.64,0.58
-0.25,-2,1.570796327,22.49,25.55,0.97
0,-2,1.570796327,22.51,25.46,1.37
0.25,-2,1.570796327,22.54,25.37,1.78
0.5,-2,1.570796327,22.58,25.28,2.19
0.75,-2,1.570796327,22.62,25.18,2.61
1,-2,1.570796327,22.67,25.09,3.05
1.25,-2,1.570796327,22.73,24.99,3.49
1.5,-2,1.570796327,22.8,24.89,3.94
1.75,-2,1.570796327,22.88,24.79,4.41
2,-2,1.570796327,22.97,24.68,4.88
